,Unnamed: 0,id,job title,company,location,applicants,days ago,body,seniority level,employment type,function,industry,links,keywords_job,keywords_loc
20,20,20,Data Engineer,Compusearch bvba,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,3,"Our customer is a Google Cloud solutions provider.

As a Big Data Engineer, your mission consists of transforming the way companies work by building solutions on the Google Cloud Platform. The Cloud, with emerging technologies like Machine Learning and Big Data, has evolved from concept to a trend and is becoming a must for many companies out there.",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-at-compusearch-bvba-1890159483?refId=61d502fb-c89b-4dc0-b10a-49ab44f5865e&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"brussels, brussels region, belgium"
21,21,21,Data Engineer (Cloud),Datashift,"Mechelen, Flemish Region, Belgium",Not informed.,4,"Introduction
We are looking for Data Engineers to strenghten our Data Science and AI practice.
Have you graduated with a master’s degree, already 3 to 5 years of experience in consulting or service-oriented environments and are you eager to have an everlasting impact on clients by building the right data solutions? Let's connect!",Mid-Senior level,Full-time,Consulting,Information Technology,https://be.linkedin.com/jobs/view/data-engineer-cloud-at-datashift-1881099852?refId=61d502fb-c89b-4dc0-b10a-49ab44f5865e&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,data engineer (cloud),"mechelen, flemish region, belgium"
22,22,22,Data Engineer (Python) - Brussels,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,Not informed.,"Responsibilties
Write Test cases, manage integration test, manage No-regression testing
test automation, Process, Write functional specifications (PBI, uses cases, process design)

Skills and technical abilities



This is for long term mission( contract for one year then renewed for 2 other years)
Location : Brussels",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-python-brussels-at-jefferson-frank-1915347597?refId=61d502fb-c89b-4dc0-b10a-49ab44f5865e&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,data engineer (python) - brussels,"brussels, brussels region, belgium"
23,23,23,Data Engineer,DPG Media België,"Vilvoorde, Flemish Region, Belgium",Be among the first 25 applicants,4,"Functieomschrijving

As a Data Engineer you exploit the daily reach of millions of readers and viewers on our online platforms as a competitive advantage by closely collaborating with analysts and data scientists across all departments throughout the entire organization. You built cloud-based data pipelines, both batch and streaming, and its underlying infrastructure.

As a Data Engineer you ensure the reliability and stability of our Group Data Platform and its data pipelines: you implement required monitoring, you understand how to balance the costs of running cloud process with benefits of reliable speed of delivery and you want to continually improve production systems. In short: you live up to our principle ‘You Built It, You Run It’.

Je profiel









Aanbod

You will be working at a leading media company bustling with fun colleagues. Like you, they are passionate about digital and offline media and are continuously learning new things from each other and from the best in the trade. You are set out on a journey where every next week will be different from the last, and where you are stimulated on a daily basis to take things to the next level.

You will help in shaping the news media of the future and are given the opportunity to keep reinventing yourself in an environment where continuous learning is the benchmark. All of this through trainings (internal and external), guild meetings, online courses, experiments,... You decide where the journey takes you, with maximum support from us.

As a cherry on top, we offer you an interesting salary package and corresponding benefits (company car, group and health insurance, 32 days of paid leave, a renowned company restaurant, profit participation and appealing comfort services).",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-at-dpg-media-belgi%C3%AB-1741072408?refId=61d502fb-c89b-4dc0-b10a-49ab44f5865e&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"vilvoorde, flemish region, belgium"
24,24,24,Data Engineer,Not informed.,"Zaventem, Flemish Region, Belgium",Be among the first 25 applicants,2,"Job Description

Job Description

At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.

We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.

Be a pioneer in the fashion industry by joining our global Data, Analytics & AI “startup with assets,” where you will have the chance to build exciting solutions that will impact our European business and at the same time be part of a bigger, across-continents, data community.

We are looking for aData engineerbased in our European headquarter in Diegem, Belgium.In this role you will build a solid data foundation that powers the entire spectrum from Business Intelligence to Artificial Intelligence. You’ll be critical to helping us in our transition from batch to real-time, one-to-one to many-to-many connections, centrally-managed infrastructure to self-service tools that allow easy experimentation, and from manual to automated processes. You'll report to the European Leadfor Data Analytics & AI.

Youwill work closely with the Data Science and AI team and focus on enablement and acceleration of new and existing workflows. You are someone who will bring thoughtful perspective, empathy, creativity, and a positive attitude to solve problems at scale; andlooking to extend software engineering skills into the field of Machine Learning and Artificial Intelligence.







LOCATIONZaventem, BelgiumFULL TIME/PART TIMEFull time",Entry level,Full-time,Information Technology,Marketing and Advertising,https://be.linkedin.com/jobs/view/data-engineer-at-levi-strauss-company-1834121693?refId=61d502fb-c89b-4dc0-b10a-49ab44f5865e&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"zaventem, flemish region, belgium"
25,25,25,Data Engineer,miDiagnostics,"Heverlee, Flemish Region, Belgium",Not informed.,3,"About miDiagnostics

miDiagnostics is using silicon chip technology that will bring miniaturized, lab-quality tests with built-in device connectivity and rapid results direct to the patient and clinician. Combining a nano-fluidic processor on a chip and a compact reader, miDiagnostics can measure virtually any biomarker from an easily accessed sample such as a single drop of blood. The Company is developing an extensive portfolio of tests for screening, diagnosis and monitoring of a wide range of health conditions, including infectious diseases. Spun out of the world-leading R&D and innovation hub in nanoelectronics and digital technologies, imec, and a research collaboration with Johns Hopkins University, the leading US research and medical centre, miDiagnostics’ goal is to enable fast, comprehensive and cost-effective health analysis, regardless of location. Based in Leuven, Belgium, miDiagnostics is a privately-held company created in 2015.",Mid-Senior level,Full-time,Information Technology,Engineering,https://be.linkedin.com/jobs/view/data-engineer-at-midiagnostics-1845377570?refId=57e25258-6ce3-4be2-bc7e-e86f6e4a9d76&position=1&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"heverlee, flemish region, belgium"
26,26,26,Data Engineer,Agilytic,"Brussels, Brussels Region, Belgium",Not informed.,8,"Agilytic is looking for passionate and entrepreneurial Data Engineers to tackle complex technological projects in our most challenging assignments.

Our company is based in the south-east vicinity of Brussels, Belgium, but we work on assignments anywhere in Belgium and France.

As a Data Engineer, you will play a key role in preparing the big data infrastructure that will be used by our Data Scientists in the delivery of our projects.

The data engineer will be coached by a senior expert to grow the technical and business skills to manage his/her projects quickly.

You will be trusted to




We are looking for strong candidates with the following academic and professional experiences






We are also looking for the following attributes




We aim at creating a work environment that allows you to do great work, grow your skill set and, most importantly, be happy while doing it.",Entry level,Full-time,Engineering,Marketing and Advertising,https://be.linkedin.com/jobs/view/data-engineer-at-agilytic-1626434787?refId=57e25258-6ce3-4be2-bc7e-e86f6e4a9d76&position=2&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,data engineer,"brussels, brussels region, belgium"
27,27,27,Big Data Engineer,Keyrus,"Watermael-Boitsfort, Brussels Region, Belgium",Be among the first 25 applicants,3,"We are looking for a Big Data Engineer with experience of big data ecosystems to work with our clients to help them become data driven organisations where data engineers can play a key role by leveraging in designing and unlocking their data architecture. As an engineer you will analyse client’s data strategies and build the data environments to allow them to achieve these objectives. You will also create a data processing pipeline that may involve data ingestion and data storage. Data manipulation may also be required in Spark, Hive or Kafka. Working with Architects, you will also advise on various solutions both in design and integration, respect methodologies and improvements on the architecture, which will help to improve software and DB development.",Mid-Senior level,Full-time,Consulting,Information Technology,https://be.linkedin.com/jobs/view/big-data-engineer-at-keyrus-1890978145?refId=57e25258-6ce3-4be2-bc7e-e86f6e4a9d76&position=3&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,big data engineer,"watermael-boitsfort, brussels region, belgium"
28,28,28,Data Engineer (Python) - Brussels,Jefferson Frank,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,Not informed.,"Responsibilties
Write Test cases, manage integration test, manage No-regression testing
test automation, Process, Write functional specifications (PBI, uses cases, process design)

Skills and technical abilities



This is for long term mission( contract for one year then renewed for 2 other years)
Location : Brussels",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/data-engineer-python-brussels-at-jefferson-frank-1915347597?refId=57e25258-6ce3-4be2-bc7e-e86f6e4a9d76&position=4&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,data engineer (python) - brussels,"brussels, brussels region, belgium"
29,29,29,Senior Data Lake DevOps Engineer,ING Belgium,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,4,"Senior Data Lake DevOps Engineer

Indefinite, full time, Brussels

Your role & work environment

You are an energetic DevOps Engineer with a passion for Business Intelligence and a positive can-do mindset. You are a team player working as a core member of a multidisciplinary and cross-functional squad whom primary driver is the customer perspective. Close collaboration within and across the squads and with the consumer is of utmost importance for you.

As a DevOps Engineer, you contribute to accomplishing the squad's mission. You do this by working on the customer journey from the backlog, using the Agile method end-to-end. You continuously strive to improve yourself and your colleagues.

You will work in the Data Management Tribe that has as a goal to decouple the operational world from the reporting. As a Data Lake DevOps Engineer, you will play a key role in the strategy to become one global bank.



As a DevOps Engineer, you control both the design phase and the actual development and testing of applications. You understand the entire technology stack, so that you can bring applications into production and resolve incidents. This means you can contribute to completion of all activities in the backlog. The following items are vital in this:

Participate in theconform business requirements and technical guidelines

Collaborate





A colleague with a enthusiasm forand a knack for always . In other words, you strive to bring fresh ideas to life and embrace challenges in a fast changing and complex environment. You are a naturally collaborative person who listens and invests in others to achieve common goals. You love to challenge the status quo and are eager to propose creative solutions to problems.

As a Data Lake DevOps Engineer you will also need the following :



A clear purpose, a unique offer and a range of flexible compensation and other benefits:







There has never been a more interesting time to work at ING. We’re on a journey that’s centred around our customers, powered by technology and driven by smart, determined people. Our customers feel our people are empowering them to stay a step ahead in life and in business. We’re proud of that!",Associate,Full-time,Information Technology,Financial Services,https://be.linkedin.com/jobs/view/senior-data-lake-devops-engineer-at-ing-belgium-1804927386?refId=57e25258-6ce3-4be2-bc7e-e86f6e4a9d76&position=5&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,senior data lake devops engineer,"brussels, brussels region, belgium"
